Date,Price_USD
19-04-2025,0.15761670017483884
20-04-2025,0.1573112204332398
21-04-2025,0.15502979487902038
22-04-2025,0.15908436227169534
23-04-2025,0.17846828302254636
24-04-2025,0.178401008327384
25-04-2025,0.1827667552587444
26-04-2025,0.18203103968675263
27-04-2025,0.1818819719415684
28-04-2025,0.17961827119108673
29-04-2025,0.17906901640129896
30-04-2025,0.17439945720299668
01-05-2025,0.1724103485197474
02-05-2025,0.18070374109047424
03-05-2025,0.181388087156242
04-05-2025,0.17576785161701966
05-05-2025,0.17071232656977398
06-05-2025,0.17065490621117071
07-05-2025,0.17232477779627986
08-05-2025,0.17211562672825226
09-05-2025,0.19718642657948848
10-05-2025,0.20518315482145336
11-05-2025,0.24808618010965436
12-05-2025,0.23156210463126953
13-05-2025,0.23141813764156494
14-05-2025,0.24063615504965347
15-05-2025,0.2326880678038404
16-05-2025,0.2188193912978982
17-05-2025,0.2225780495761936
18-05-2025,0.21488311590610068
19-05-2025,0.23064675587556407
20-05-2025,0.22450514333500976
21-05-2025,0.2262524320952927
22-05-2025,0.2341442300716922
23-05-2025,0.24486878935117973
24-05-2025,0.2256050681389216
25-05-2025,0.22526605771065214
26-05-2025,0.22410051858731672
27-05-2025,0.2257235127127771
28-05-2025,0.22613701089072946
29-05-2025,0.22106443772687143
30-05-2025,0.21583653318215457
31-05-2025,0.19293898362115516
01-06-2025,0.19295707336811818
02-06-2025,0.19396166511401375
03-06-2025,0.19561462907109173
04-06-2025,0.1932015824493309
05-06-2025,0.18839829903335972
06-06-2025,0.1718712124430595
07-06-2025,0.1793030276082122
08-06-2025,0.18501664041068297
09-06-2025,0.18422270395966683
10-06-2025,0.19481978852801837
11-06-2025,0.19785971093017923
12-06-2025,0.1930335430982705
13-06-2025,0.18169744621506415
14-06-2025,0.18013678747049802
15-06-2025,0.1784162711217158
16-06-2025,0.17577906724677725
17-06-2025,0.17378599934566444
18-06-2025,0.16993733949907552
19-06-2025,0.17037971945944577
20-06-2025,0.17092098070802442
21-06-2025,0.16233193333616464
22-06-2025,0.15308002215118727
23-06-2025,0.15114781788974174
24-06-2025,0.16447256694307244
25-06-2025,0.16561516104968574
26-06-2025,0.16448390661542975
27-06-2025,0.1600423291811019
28-06-2025,0.1610085986478116
29-06-2025,0.1637313288044104
30-06-2025,0.16954760970067637
01-07-2025,0.16513647959219713
02-07-2025,0.1575952425941886
03-07-2025,0.16892581001355808
04-07-2025,0.17197045822677628
05-07-2025,0.1628779247346829
06-07-2025,0.16431433970640547
07-07-2025,0.1718463077672067
08-07-2025,0.16786356600618882
09-07-2025,0.17098496244236958
10-07-2025,0.18082547920631353
11-07-2025,0.19393383510790288
12-07-2025,0.20104732473533218
13-07-2025,0.1969316863516775
14-07-2025,0.1981830429850487
15-07-2025,0.19720159565229248
16-07-2025,0.1988073865760867
17-07-2025,0.21317019869379383
18-07-2025,0.21904854482534883
19-07-2025,0.23623310474250733
20-07-2025,0.24136273371397565
21-07-2025,0.27294634200835066
22-07-2025,0.2712676656637909
23-07-2025,0.26965305868671147
29-07-2025,0.2251397569003692
30-07-2025,0.22343167438710165
31-07-2025,0.2203174498049267
01-08-2025,0.2096463144206449
02-08-2025,0.2010203069750151
03-08-2025,0.1916269540469158
04-08-2025,0.19886328779242604
05-08-2025,0.210479556777086
06-08-2025,0.1996421893552106
07-08-2025,0.20524481678624307
08-08-2025,0.22242594906092986
09-08-2025,0.23035201883070147
10-08-2025,0.24079107603339342
11-08-2025,0.2339151503650981
12-08-2025,0.22279669505434282
13-08-2025,0.23628639605846
14-08-2025,0.24549919437970946
15-08-2025,0.22418991808567507
16-08-2025,0.22821263671130274
17-08-2025,0.23101920616038357
18-08-2025,0.23543563785814955
19-08-2025,0.22246056482373594
20-08-2025,0.20911047499485522
21-08-2025,0.2215865077683421
22-08-2025,0.2146036803461823
23-08-2025,0.24061883556812297
24-08-2025,0.2359037954047403
25-08-2025,0.2317500228704948
26-08-2025,0.20977485568918428
27-08-2025,0.21848182440389716
28-08-2025,0.2194773258086598
29-08-2025,0.22436553868912731
30-08-2025,0.21412824594263147
31-08-2025,0.2158248863195881
01-09-2025,0.2138121881539986
02-09-2025,0.21012014689720937
03-09-2025,0.21481484336477316
04-09-2025,0.22060869712158182
05-09-2025,0.21248433246322776
06-09-2025,0.21790522280347202
07-09-2025,0.2160115789297136
08-09-2025,0.22849209307593296
09-09-2025,0.24204451984067996
10-09-2025,0.24093291427061306
11-09-2025,0.24543876456428945
12-09-2025,0.25568309955896135
13-09-2025,0.27551364279954654
14-09-2025,0.28938440733977444
15-09-2025,0.2784558102769998
16-09-2025,0.2685387946986924
17-09-2025,0.2696531218328301
18-09-2025,0.282117441910369
19-09-2025,0.2787643266477094
