Date,Price_USD
20-09-2025,0.26530671371919323
21-09-2025,0.26755567404153896
22-09-2025,0.2613348265545181
23-09-2025,0.24128386887273082
24-09-2025,0.23761019733597175
25-09-2025,0.2407374057852932
26-09-2025,0.22239388412703953
27-09-2025,0.2324576489429464
28-09-2025,0.2308267057962403
29-09-2025,0.2373584240120973
30-09-2025,0.23517093556073534
01-10-2025,0.2327703853015738
02-10-2025,0.24806693017750128
03-10-2025,0.2617674571494343
04-10-2025,0.2585990689382798
05-10-2025,0.25088714295062026
06-10-2025,0.25296284027536836
07-10-2025,0.2663063497515599
08-10-2025,0.2474019998363525
09-10-2025,0.2554779705215659
10-10-2025,0.24844379648914036
16-10-2025,0.196125970301963
17-10-2025,0.1882065213549952
18-10-2025,0.18491410819207602
19-10-2025,0.18954325759734506
20-10-2025,0.19520501124976605
21-10-2025,0.19996595879779044
22-10-2025,0.19449991155015053
23-10-2025,0.19001323956155677
24-10-2025,0.19477691026790134
25-10-2025,0.19764132779850196
26-10-2025,0.1965943046754672
27-10-2025,0.20584151036172318
28-10-2025,0.20052168840914944
29-10-2025,0.19376247597702617
30-10-2025,0.19235527078076486
31-10-2025,0.18266494236534228
01-11-2025,0.18645789100238466
02-11-2025,0.18727035305980386
03-11-2025,0.18638051983144605
04-11-2025,0.167088259411484
05-11-2025,0.16288015004301348
06-11-2025,0.16736363848179914
07-11-2025,0.1611765350860604
08-11-2025,0.1789825325849445
09-11-2025,0.17626014280423438
10-11-2025,0.17908925000194684
11-11-2025,0.18201794457446172
12-11-2025,0.17195486145155725
13-11-2025,0.16994324383769366
14-11-2025,0.16419843945294735
15-11-2025,0.15788017890783018
16-11-2025,0.16317232050926925
17-11-2025,0.158885342685653
18-11-2025,0.1517259112655674
19-11-2025,0.16157155927313305
20-11-2025,0.15417594591610392
21-11-2025,0.14936991802723154
22-11-2025,0.14013650514225232
23-11-2025,0.14033744565020795
24-11-2025,0.14503697936177498
25-11-2025,0.15186545225017462
26-11-2025,0.153133415915494
27-11-2025,0.15477076595978345
28-11-2025,0.15276775634393502
29-11-2025,0.15031711838482992
30-11-2025,0.14857021850589083
01-12-2025,0.1466972817557756
02-12-2025,0.13577829077263187
03-12-2025,0.14610777122799323
04-12-2025,0.1519490079014202
05-12-2025,0.14750673884052382
06-12-2025,0.1395574899025586
07-12-2025,0.13961195908450463
08-12-2025,0.13819070715307746
09-12-2025,0.14257837526799885
10-12-2025,0.14814206543382394
11-12-2025,0.1435711895887641
12-12-2025,0.1404521990424531
13-12-2025,0.1369938792828775
14-12-2025,0.1391364520130514
15-12-2025,0.1342511327270273
16-12-2025,0.1296670313047204
17-12-2025,0.13163341300230058
18-12-2025,0.12617529888873202
19-12-2025,0.12198946840416328
20-12-2025,0.13223152145074435
21-12-2025,0.13196089899121477
22-12-2025,0.13107332764314425
23-12-2025,0.1324352250363626
24-12-2025,0.12928287561180404
25-12-2025,0.12854637499400673
26-12-2025,0.1234735692376755
27-12-2025,0.12199701828520598
28-12-2025,0.12427372973988156
29-12-2025,0.12385595413327449
30-12-2025,0.12271386178229453
31-12-2025,0.1232611486337809
01-01-2026,0.11728672656235732
02-01-2026,0.1266112971022498
03-01-2026,0.14153587561690467
04-01-2026,0.14302827593489156
05-01-2026,0.14924315542751718
06-01-2026,0.1519393256021509
07-01-2026,0.15067949515748766
08-01-2026,0.14618070296026994
09-01-2026,0.14198298288524971
10-01-2026,0.14049286062279476
11-01-2026,0.13956550382681582
12-01-2026,0.13762170063565354
13-01-2026,0.13657612595384463
14-01-2026,0.14775768523242752
15-01-2026,0.14717593171884386
16-01-2026,0.13999017295875318
17-01-2026,0.13803590837513685
18-01-2026,0.1377750977423629
19-01-2026,0.13205020983220853
20-01-2026,0.12913260545675517
21-01-2026,0.1232505409033576
22-01-2026,0.12644451176398563
23-01-2026,0.12415563067569813
24-01-2026,0.12459272073883498
25-01-2026,0.12407396440823537
26-01-2026,0.11928718890285936
27-01-2026,0.12234335135625338
28-01-2026,0.126058502608312
29-01-2026,0.12488805275945465
30-01-2026,0.11710772670706057
31-01-2026,0.11570615704260108
01-02-2026,0.10391816890451142
02-02-2026,0.10446571067651927
03-02-2026,0.10791475617863952
04-02-2026,0.10558766312015572
05-02-2026,0.10407129714856796
06-02-2026,0.08853350658392219
07-02-2026,0.09851068367968456
08-02-2026,0.09828204802987388
09-02-2026,0.09679508755158638
10-02-2026,0.09612223186470982
11-02-2026,0.0926891019115639
12-02-2026,0.09098504799968382
13-02-2026,0.09297230134330874
14-02-2026,0.09648780963693444
15-02-2026,0.11102387044534862
16-02-2026,0.10263274360387378
17-02-2026,0.10101283473720928
18-02-2026,0.10065712113902656
19-02-2026,0.0984655266513993
20-02-2026,0.09826304027116836
21-02-2026,0.10008076429796753
22-02-2026,0.09852639805510928
23-02-2026,0.09524627651516329
24-02-2026,0.09259698111404983
25-02-2026,0.0914313497566651
28-07-2025,0.24051648808122306
11-10-2025,0.19398560680787477
12-10-2025,0.18563301824171755
13-10-2025,0.20753659744853606
14-10-2025,0.21394989838012946
15-10-2025,0.20468099791201283
26-02-2026,0.10040550652510143
27-02-2026,0.09706278741592801
28-02-2026,0.09333407883760456
01-03-2026,0.09409555390986618
02-03-2026,0.09190272619858843
03-03-2026,0.09359787766200474
04-03-2026,0.09006591141967334
05-03-2026,0.09917644037818434
06-03-2026,0.09356671480114738
07-03-2026,0.09128746316658029
08-03-2026,0.08996188597992184
09-03-2026,0.08913118184470159
10-03-2026,0.09034133754844273
11-03-2026,0.09453933298078705
12-03-2026,0.09294838106012036
13-03-2026,0.09478629417354649
14-03-2026,0.09591239936172402
15-03-2026,0.09596437643209395
16-03-2026,0.09732538404585027
17-03-2026,0.10331818856883287
18-03-2026,0.10022225595452286
19-03-2026,0.09512193972476529
20-03-2026,0.09344159710524043
21-03-2026,0.09418522447756913
22-03-2026,0.09241239080289568
23-03-2026,0.09017500800359304
24-03-2026,0.09398523720476562
25-03-2026,0.0951115437096713
26-03-2026,0.09599706406824654
27-03-2026,0.09199232617364651
28-03-2026,0.09004403853917814
29-03-2026,0.09083113630486371
30-03-2026,0.0903745048785108
31-03-2026,0.09068548027161676
01-04-2026,0.09214078308511245
02-04-2026,0.09230023392201143
03-04-2026,0.09034614796897832
04-04-2026,0.09156002686470996
05-04-2026,0.09195931613318098
06-04-2026,0.09219425272812062
07-04-2026,0.09059384779644834
08-04-2026,0.09527212505403887
09-04-2026,0.09236630916641947
10-04-2026,0.09253492552724309
11-04-2026,0.09372860644586083
12-04-2026,0.09304473758167307
13-04-2026,0.0908280107420861
14-04-2026,0.0940578596876677
15-04-2026,0.0930252261939517
16-04-2026,0.09494201108556082
17-04-2026,0.09932222317921213
